lang,domain,intent,sentence
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia sa sons de l'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia sa sons de l'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia sa sons de l'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia sa sons de l'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos a l'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos a l'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos a l'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos a l'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos a l'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos a l'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos a l'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos a l'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos d'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos d'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos d'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos d'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos d'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos d'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos d'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos d'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos de a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos de apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos de càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos de engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos de estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos de estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos de estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos de inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos de l'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos de l'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos de l'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos de l'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos de l'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos de l'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos de l'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avisos de l'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís a l'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís a l'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís a l'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís a l'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís a l'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís a l'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís a l'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís a l'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís d'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís d'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís d'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís d'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís d'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís d'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís d'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís d'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís de a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís de apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís de càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís de engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís de estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís de estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís de estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís de inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís de l'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís de l'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís de l'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís de l'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís de l'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís de l'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís de l'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses avís de l'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge a l'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge a l'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge a l'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge a l'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge a l'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge a l'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge a l'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge a l'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge d'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge d'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge d'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge d'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge d'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge d'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge d'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge d'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge de a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge de apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge de càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge de engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge de estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge de estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge de estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge de inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge de l'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge de l'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge de l'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge de l'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge de l'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge de l'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge de l'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatge de l'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges a l'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges a l'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges a l'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges a l'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges a l'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges a l'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges a l'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges a l'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges d'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges d'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges d'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges d'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges d'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges d'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges d'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges d'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges de a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges de apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges de càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges de engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges de estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges de estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges de estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges de inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges de l'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges de l'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges de l'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges de l'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges de l'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges de l'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges de l'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses missatges de l'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions a l'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions a l'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions a l'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions a l'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions a l'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions a l'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions a l'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions a l'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions d'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions d'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions d'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions d'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions d'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions d'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions d'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions d'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions de a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions de apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions de càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions de engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions de estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions de estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions de estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions de inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions de l'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions de l'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions de l'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions de l'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions de l'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions de l'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions de l'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificacions de l'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació a l'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació a l'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació a l'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació a l'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació a l'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació a l'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació a l'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació a l'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació d'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació d'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació d'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació d'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació d'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació d'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació d'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació d'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació de a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació de apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació de càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació de engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació de estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació de estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació de estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació de inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació de l'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació de l'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació de l'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació de l'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació de l'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació de l'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació de l'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses notificació de l'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so a l'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so a l'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so a l'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so a l'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so a l'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so a l'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so a l'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so a l'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so d'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so d'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so d'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so d'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so d'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so d'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so d'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so d'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so de a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so de apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so de càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so de engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so de estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so de estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so de estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so de inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so de l'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so de l'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so de l'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so de l'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so de l'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so de l'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so de l'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses so de l'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons a l'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons a l'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons a l'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons a l'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons a l'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons a l'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons a l'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons a l'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons d'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons d'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons d'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons d'engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons d'estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons d'estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons d'estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons d'inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons de a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons de apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons de càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons de engegada"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons de estar apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons de estar llest"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons de estar preparat"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons de inici"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons de l'a punt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons de l'apunt"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons de l'càrrega"
"ca-ES", "ovos-skill-boot-finished", "/intent/disable_ready_notification.intent", "silencia ses sons de l'engegada"
